prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
0,256,1,False,28156185.39998468,1013079.0000175694,136549997.99996403,136549997.99996403
0,256,2,False,27031861.799991928,1005729.9999743919,131021018.99994522,131021018.99994522
0,256,4,False,46096533.00001355,1008110.0000434162,226275235.0000028,226275235.0000028
0,288,1,False,36891336.60000152,1031320.0000382494,180271863.00002995,180271863.00002995
0,288,2,False,42836164.59999848,994650.0000523883,210017302.99997234,210017302.99997234
0,288,3,False,41996906.60000215,970830.0000283998,205855792.99995515,205855792.99995515
0,288,4,False,47184886.399986684,979959.999995117,231723192.00000402,231723192.00000402
0,320,1,False,38644628.60001367,961509.9999109588,189100903.00005323,189100903.00005323
0,320,2,False,43114452.40000466,983320.000045751,211442082.00007597,211442082.00007597
0,320,4,False,45296794.39999654,1005529.999929422,222318181.99998087,222318181.99998087
0,352,1,False,38095076.59998417,997490.9999073134,186347714.00002137,186347714.00002137
0,352,2,False,40901176.80000276,1025440.000034905,200332183.99998987,200332183.99998987
0,352,4,False,47404782.40000812,966889.999972409,232899321.9999802,232899321.9999802
